Attendance_ID,Student_ID,Date,Morning_Session_Status,Evening_Lab_Status,Snacks_Consumed
4294,STU1934,2026-04-08,Present,Present,Yes
4295,STU1935,2026-04-08,Late,Absent,No
4296,STU1936,2026-04-08,Present,Present,Yes
4297,STU1937,2026-04-08,Present,Present,Yes
4298,STU1938,2026-04-08,Present,Present,Yes
4299,STU1939,2026-04-08,Present,Present,Yes
4300,STU1940,2026-04-08,Present,Present,Yes
4301,STU1941,2026-04-08,Present,Present,Yes
4302,STU1942,2026-04-08,Present,Present,Yes
4303,STU1943,2026-04-08,Present,Present,Yes
4304,STU1944,2026-04-08,Present,Present,Yes
4305,STU1945,2026-04-08,Absent,Absent,No
4306,STU1946,2026-04-08,Present,Present,Yes
4307,STU1947,2026-04-08,Present,Present,Yes
4308,STU1948,2026-04-08,Present,Present,Yes
4309,STU1949,2026-04-08,Present,Present,Yes
4310,STU1950,2026-04-08,Present,Present,Yes
4311,STU1951,2026-04-08,Present,Present,Yes
4312,STU1952,2026-04-08,Present,Present,Yes
4313,STU1953,2026-04-08,Present,Present,Yes
4314,STU1954,2026-04-08,Present,Present,Yes
4315,STU1955,2026-04-08,Present,Present,Yes
4316,STU1956,2026-04-08,Present,Present,Yes
4317,STU1957,2026-04-08,Present,Present,Yes
4318,STU1958,2026-04-08,Present,Present,Yes
4319,STU1959,2026-04-08,Present,Present,Yes
4320,STU1960,2026-04-08,Present,Present,Yes
4321,STU1961,2026-04-08,Present,Present,Yes
4322,STU1962,2026-04-08,Present,Present,Yes
4323,STU1963,2026-04-08,Present,Present,Yes
4324,STU1964,2026-04-08,Present,Present,Yes
4325,STU1965,2026-04-08,Present,Present,Yes
4326,STU1966,2026-04-08,Present,Present,Yes
4327,STU1967,2026-04-08,Present,Present,Yes
4328,STU1968,2026-04-08,Present,Present,Yes
4329,STU1969,2026-04-08,Present,Present,Yes
4330,STU1970,2026-04-08,Present,Present,Yes
4331,STU1971,2026-04-08,Present,Present,Yes
4332,STU1972,2026-04-08,Present,Present,Yes
4333,STU1973,2026-04-08,Present,Present,Yes
4334,STU1974,2026-04-08,Present,Present,Yes
4335,STU1975,2026-04-08,Present,Present,Yes
4336,STU1976,2026-04-08,Present,Present,Yes
4337,STU1977,2026-04-08,Present,Present,Yes
4338,STU1978,2026-04-08,Present,Present,Yes
4339,STU1979,2026-04-08,Present,Present,Yes
4340,STU1980,2026-04-08,Present,Present,Yes
4341,STU1981,2026-04-08,Present,Present,Yes
4342,STU1982,2026-04-08,Absent,Absent,No
4343,STU1983,2026-04-08,Present,Present,Yes
4344,STU1984,2026-04-08,Present,Present,Yes
4345,STU1985,2026-04-08,Late,Absent,No
4346,STU1986,2026-04-08,Present,Present,Yes
4347,STU1987,2026-04-08,Present,Present,Yes
4348,STU1988,2026-04-08,Present,Present,Yes
4349,STU1989,2026-04-08,Present,Present,Yes
4350,STU1990,2026-04-08,Present,Present,Yes
4351,STU1991,2026-04-08,Present,Present,Yes
4352,STU1992,2026-04-08,Present,Present,Yes
4353,STU1993,2026-04-08,Present,Present,Yes
4354,STU1994,2026-04-08,Present,Present,Yes
4355,STU1995,2026-04-08,Present,Present,Yes
4356,STU1996,2026-04-08,Present,Present,Yes
4357,STU1997,2026-04-08,Present,Present,Yes
4358,STU1998,2026-04-08,Present,Present,Yes
4359,STU1999,2026-04-08,Late,Absent,No
4360,STU2000,2026-04-08,Present,Present,Yes
4361,STU2001,2026-04-08,Present,Present,Yes
4362,STU2002,2026-04-08,Present,Present,Yes
4363,STU2003,2026-04-08,Present,Present,Yes
4364,STU2004,2026-04-08,Present,Present,Yes
4365,STU2005,2026-04-08,Present,Present,Yes
4366,STU2006,2026-04-08,Present,Present,Yes
4367,STU2007,2026-04-08,Present,Present,Yes
4368,STU2008,2026-04-08,Present,Present,Yes
4369,STU2009,2026-04-08,Present,Present,Yes
4370,STU2010,2026-04-08,Present,Present,Yes
4371,STU2011,2026-04-08,Present,Present,Yes
4372,STU2012,2026-04-08,Present,Present,Yes
4373,STU2013,2026-04-08,Present,Present,Yes
4374,STU2014,2026-04-08,Present,Present,Yes
4375,STU2015,2026-04-08,Present,Present,Yes
4376,STU2016,2026-04-08,Present,Present,Yes
4377,STU2017,2026-04-08,Present,Present,Yes
4378,STU2018,2026-04-08,Present,Present,Yes
4379,STU2019,2026-04-08,Present,Present,Yes
4380,STU2020,2026-04-08,Present,Present,Yes
4381,STU2021,2026-04-08,Present,Present,Yes
4382,STU2022,2026-04-08,Present,Present,Yes
4383,STU2023,2026-04-08,Present,Present,Yes
4384,STU2024,2026-04-08,Present,Present,Yes
4385,STU2025,2026-04-08,Present,Present,Yes
4386,STU2026,2026-04-08,Present,Present,Yes
4387,STU2027,2026-04-08,Present,Present,Yes
4388,STU2028,2026-04-08,Present,Present,Yes
4389,STU2029,2026-04-08,Present,Present,Yes
4390,STU2030,2026-04-08,Present,Present,Yes
4391,STU2031,2026-04-08,Present,Present,Yes
4392,STU2032,2026-04-08,Present,Present,Yes
4393,STU2033,2026-04-08,Present,Present,Yes
4394,STU2034,2026-04-08,Present,Present,Yes
4395,STU2035,2026-04-08,Present,Present,Yes
4396,STU2036,2026-04-08,Present,Present,Yes
4397,STU2037,2026-04-08,Present,Present,Yes
4398,STU2038,2026-04-08,Present,Present,Yes
4399,STU2039,2026-04-08,Present,Present,Yes
4400,STU2040,2026-04-08,Present,Present,Yes
4401,STU2041,2026-04-08,Present,Present,Yes
4402,STU2042,2026-04-08,Present,Present,Yes
4403,STU2043,2026-04-08,Present,Present,Yes
4404,STU2044,2026-04-08,Present,Present,Yes
4405,STU2045,2026-04-08,Present,Present,Yes
4406,STU2046,2026-04-08,Present,Present,Yes
4407,STU2047,2026-04-08,Present,Present,Yes
4408,STU2048,2026-04-08,Present,Present,Yes
4409,STU2049,2026-04-08,Present,Present,Yes
4410,STU2050,2026-04-08,Present,Present,Yes
4411,STU2051,2026-04-08,Present,Present,Yes
4412,STU2052,2026-04-08,Present,Present,Yes
4413,STU2053,2026-04-08,Present,Present,Yes
4414,STU2054,2026-04-08,Present,Present,Yes
4415,STU2055,2026-04-08,Present,Present,Yes
4416,STU2056,2026-04-08,Present,Present,Yes
4417,STU2057,2026-04-08,Present,Absent,No
4418,STU2058,2026-04-08,Present,Absent,No
4419,STU2059,2026-04-08,Present,Present,Yes
4420,STU2060,2026-04-08,Present,Present,Yes
4421,STU2061,2026-04-08,Present,Present,Yes
4422,STU2062,2026-04-08,Present,Present,Yes
4423,STU2063,2026-04-08,Present,Present,Yes
4424,STU2064,2026-04-08,Present,Present,Yes
4425,STU2065,2026-04-08,Present,Present,Yes
4426,STU2066,2026-04-08,Present,Present,Yes
4427,STU2067,2026-04-08,Present,Present,Yes
4428,STU2068,2026-04-08,Present,Present,Yes
4429,STU2069,2026-04-08,Present,Present,Yes
4430,STU2070,2026-04-08,Present,Present,Yes
4431,STU2071,2026-04-08,Present,Present,Yes
4432,STU2072,2026-04-08,Present,Present,Yes
4433,STU2073,2026-04-08,Present,Present,Yes
4434,STU2074,2026-04-08,Present,Present,Yes
4435,STU2075,2026-04-08,Present,Present,Yes
4436,STU2076,2026-04-08,Present,Present,Yes
4437,STU2077,2026-04-08,Present,Present,Yes
4438,STU2078,2026-04-08,Present,Absent,No
4439,STU2079,2026-04-08,Present,Present,Yes
4440,STU2080,2026-04-08,Present,Present,Yes
4441,STU2081,2026-04-08,Present,Present,Yes
4442,STU2082,2026-04-08,Absent,Absent,No
4443,STU2083,2026-04-08,Present,Present,Yes
4444,STU2084,2026-04-08,Present,Absent,No
4445,STU2085,2026-04-08,Present,Present,Yes
4446,STU2086,2026-04-08,Present,Present,Yes
4447,STU2087,2026-04-08,Absent,Absent,No
4448,STU2088,2026-04-08,Present,Present,Yes
4449,STU2089,2026-04-08,Present,Present,Yes
4450,STU2090,2026-04-08,Present,Present,Yes
4451,STU2091,2026-04-08,Late,Absent,No
4452,STU2092,2026-04-08,Present,Present,Yes
4453,STU2093,2026-04-08,Present,Present,Yes
4454,STU2094,2026-04-08,Present,Present,Yes
4455,STU2095,2026-04-08,Present,Present,Yes
4456,STU2096,2026-04-08,Present,Present,Yes
4457,STU2097,2026-04-08,Present,Present,Yes
4458,STU2098,2026-04-08,Present,Present,Yes
4459,STU2099,2026-04-08,Present,Present,Yes
4460,STU2100,2026-04-08,Absent,Absent,No
4461,STU2101,2026-04-08,Present,Present,Yes
4462,STU2102,2026-04-08,Present,Present,Yes
4463,STU2103,2026-04-08,Present,Present,Yes
4464,STU2104,2026-04-08,Present,Present,Yes
4465,STU2105,2026-04-08,Present,Present,Yes
4466,STU2106,2026-04-08,Present,Present,Yes
4467,STU2107,2026-04-08,Present,Present,Yes
4468,STU2108,2026-04-08,Present,Present,Yes
4469,STU2109,2026-04-08,Present,Present,Yes
4470,STU2110,2026-04-08,Present,Present,Yes
4471,STU2111,2026-04-08,Present,Present,Yes
4472,STU2112,2026-04-08,Present,Present,Yes
4473,STU2113,2026-04-08,Present,Present,Yes
4474,STU2114,2026-04-08,Present,Present,Yes
4475,STU2115,2026-04-08,Present,Present,Yes
4476,STU2116,2026-04-08,Present,Present,Yes
4477,STU2117,2026-04-08,Present,Present,Yes
4478,STU2118,2026-04-08,Present,Present,Yes
4479,STU2119,2026-04-08,Present,Present,Yes
4480,STU2120,2026-04-08,Present,Present,Yes
4481,STU2121,2026-04-08,Present,Present,Yes
4482,STU2122,2026-04-08,Present,Present,Yes
4483,STU2123,2026-04-08,Present,Present,Yes
4484,STU2124,2026-04-08,Present,Present,Yes
4485,STU2125,2026-04-08,Present,Present,Yes
4486,STU2126,2026-04-08,Present,Present,Yes
4487,STU2127,2026-04-08,Present,Present,Yes
4488,STU2128,2026-04-08,Present,Present,Yes
4489,STU2129,2026-04-08,Late,Absent,No
4490,STU2130,2026-04-08,Present,Absent,No
4491,STU2131,2026-04-08,Present,Present,Yes
4492,STU2132,2026-04-08,Present,Present,Yes
4493,STU2133,2026-04-08,Present,Present,Yes
4494,STU2134,2026-04-08,Present,Present,Yes
4495,STU2135,2026-04-08,Present,Present,Yes
4496,STU2136,2026-04-08,Present,Absent,No
4497,STU2137,2026-04-08,Present,Present,Yes
4498,STU2138,2026-04-08,Present,Present,Yes
4499,STU2139,2026-04-08,Present,Present,Yes
4500,STU2140,2026-04-08,Present,Present,Yes
4501,STU2141,2026-04-08,Present,Present,Yes
4502,STU2142,2026-04-08,Present,Present,Yes
4503,STU2143,2026-04-08,Present,Present,Yes
4504,STU2144,2026-04-08,Present,Present,Yes
4505,STU2145,2026-04-08,Present,Present,Yes
4506,STU2146,2026-04-08,Present,Present,Yes
4507,STU2147,2026-04-08,Present,Present,Yes
4508,STU2148,2026-04-08,Present,Present,Yes
4509,STU2149,2026-04-08,Present,Present,Yes
4510,STU2150,2026-04-08,Present,Present,Yes
4511,STU2151,2026-04-08,Present,Present,Yes
4512,STU2152,2026-04-08,Present,Absent,No
4513,STU2153,2026-04-08,Present,Present,Yes
4514,STU2154,2026-04-08,Present,Present,Yes
4515,STU2155,2026-04-08,Present,Present,Yes
4516,STU2156,2026-04-08,Present,Present,Yes
4517,STU2157,2026-04-08,Present,Present,Yes
4518,STU2158,2026-04-08,Present,Present,Yes
4519,STU2159,2026-04-08,Present,Present,Yes
4520,STU2160,2026-04-08,Present,Present,Yes
4521,STU2161,2026-04-08,Absent,Absent,No
4522,STU2162,2026-04-08,Present,Present,Yes
4523,STU2163,2026-04-08,Present,Present,Yes
4524,STU2164,2026-04-08,Present,Present,Yes
4525,STU2165,2026-04-08,Present,Present,Yes
4526,STU2166,2026-04-08,Present,Present,Yes
4527,STU2167,2026-04-08,Present,Present,Yes
4528,STU2168,2026-04-08,Present,Present,Yes
4529,STU2169,2026-04-08,Present,Present,Yes
4530,STU2170,2026-04-08,Present,Present,Yes
4531,STU2171,2026-04-08,Present,Present,Yes
4532,STU2172,2026-04-08,Present,Present,Yes
4533,STU2173,2026-04-08,Present,Present,Yes
4534,STU2174,2026-04-08,Present,Present,Yes
4535,STU2175,2026-04-08,Present,Present,Yes
4536,STU2176,2026-04-08,Present,Present,Yes
4537,STU2177,2026-04-08,Present,Present,Yes
4538,STU2178,2026-04-08,Present,Present,Yes
4539,STU2179,2026-04-08,Present,Present,Yes
4540,STU2180,2026-04-08,Present,Present,Yes
4541,STU2181,2026-04-08,Present,Present,Yes
4542,STU2182,2026-04-08,Present,Present,Yes
4543,STU2183,2026-04-08,Present,Absent,No
4544,STU2184,2026-04-08,Present,Present,Yes
4545,STU2185,2026-04-08,Present,Present,Yes
4546,STU2186,2026-04-08,Late,Absent,No
4547,STU2187,2026-04-08,Present,Present,Yes
4548,STU2188,2026-04-08,Absent,Absent,No
4549,STU2189,2026-04-08,Present,Present,Yes
4550,STU2190,2026-04-08,Present,Absent,No
4551,STU2191,2026-04-08,Present,Present,Yes
4552,STU2192,2026-04-08,Present,Present,Yes
4553,STU2193,2026-04-08,Present,Present,Yes
4554,STU2194,2026-04-08,Present,Present,Yes
4555,STU2195,2026-04-08,Present,Present,Yes
4556,STU2196,2026-04-08,Present,Present,Yes
4557,STU2197,2026-04-08,Present,Present,Yes
4558,STU2198,2026-04-08,Present,Present,Yes
4559,STU2199,2026-04-08,Present,Present,Yes
4560,STU2200,2026-04-08,Present,Present,Yes
4561,STU2201,2026-04-08,Present,Present,Yes
4562,STU2202,2026-04-08,Present,Present,Yes
4563,STU2203,2026-04-08,Present,Present,Yes
4564,STU2204,2026-04-08,Present,Present,Yes
4565,STU2205,2026-04-08,Present,Present,Yes
4566,STU2206,2026-04-08,Present,Present,Yes
4567,STU2207,2026-04-08,Present,Present,Yes
4568,STU2208,2026-04-08,Present,Present,Yes
4569,STU2209,2026-04-08,Present,Present,Yes
4570,STU2210,2026-04-08,Present,Present,Yes
4571,STU2211,2026-04-08,Present,Present,Yes
4572,STU2212,2026-04-08,Present,Present,Yes
4573,STU2213,2026-04-08,Present,Present,Yes
4574,STU2214,2026-04-08,Present,Present,Yes
4575,STU2215,2026-04-08,Present,Present,Yes
4576,STU2216,2026-04-08,Present,Present,Yes
4577,STU2217,2026-04-08,Present,Present,Yes
4578,STU2218,2026-04-08,Present,Present,Yes
4579,STU2219,2026-04-08,Absent,Absent,No
4580,STU2220,2026-04-08,Present,Present,Yes
4581,STU2221,2026-04-08,Present,Present,Yes
4582,STU2222,2026-04-08,Late,Absent,No
4583,STU2223,2026-04-08,Present,Present,Yes
4584,STU2224,2026-04-08,Present,Present,Yes
4585,STU2225,2026-04-08,Present,Present,Yes
4586,STU2226,2026-04-08,Absent,Absent,No
4587,STU2227,2026-04-08,Present,Present,Yes
4588,STU2228,2026-04-08,Absent,Absent,No
4589,STU2229,2026-04-08,Present,Present,Yes
4590,STU2230,2026-04-08,Present,Present,Yes
4591,STU2231,2026-04-08,Present,Present,Yes
4592,STU2232,2026-04-08,Present,Present,Yes
4593,STU2233,2026-04-08,Present,Present,Yes
4594,STU2234,2026-04-08,Present,Present,Yes
4595,STU2235,2026-04-08,Present,Present,Yes
4596,STU2236,2026-04-08,Present,Present,Yes
4597,STU2237,2026-04-08,Present,Absent,No
4598,STU2238,2026-04-08,Present,Present,Yes
4599,STU2239,2026-04-08,Present,Present,Yes
4600,STU2240,2026-04-08,Present,Present,Yes
4601,STU2241,2026-04-08,Present,Present,Yes
4602,STU2242,2026-04-08,Present,Present,Yes
4603,STU2243,2026-04-08,Present,Present,Yes
4604,STU2244,2026-04-08,Present,Present,Yes
4605,STU2245,2026-04-08,Present,Present,Yes
4606,STU2246,2026-04-08,Present,Absent,No
4607,STU2247,2026-04-08,Present,Present,Yes
4608,STU2248,2026-04-08,Present,Present,Yes
4609,STU2249,2026-04-08,Present,Present,Yes
4610,STU2250,2026-04-08,Present,Present,Yes
4611,STU2251,2026-04-08,Present,Present,Yes
4612,STU2252,2026-04-08,Present,Absent,No
4613,STU2253,2026-04-08,Present,Present,Yes
4614,STU2254,2026-04-08,Present,Present,Yes
4615,STU2255,2026-04-08,Present,Present,Yes
4616,STU2256,2026-04-08,Present,Present,Yes
4617,STU2257,2026-04-08,Present,Present,Yes
4618,STU2258,2026-04-08,Present,Present,Yes
4619,STU2259,2026-04-08,Present,Present,Yes
4620,STU2260,2026-04-08,Present,Present,Yes
4621,STU2261,2026-04-08,Present,Present,Yes
4622,STU2262,2026-04-08,Present,Present,Yes
4623,STU2263,2026-04-08,Present,Present,Yes
4624,STU2264,2026-04-08,Present,Present,Yes
4625,STU2265,2026-04-08,Present,Present,Yes
4626,STU2266,2026-04-08,Present,Present,Yes
4627,STU2267,2026-04-08,Late,Absent,No
4628,STU2268,2026-04-08,Present,Present,Yes
4629,STU2269,2026-04-08,Present,Absent,No
4630,STU2270,2026-04-08,Present,Present,Yes
4631,STU2271,2026-04-08,Absent,Absent,No
4632,STU2272,2026-04-08,Present,Present,Yes
4633,STU2273,2026-04-08,Present,Present,Yes
4634,STU2274,2026-04-08,Present,Absent,No
4635,STU2275,2026-04-08,Present,Present,Yes
4636,STU2276,2026-04-08,Present,Present,Yes
4637,STU2277,2026-04-08,Present,Present,Yes
4638,STU2278,2026-04-08,Present,Present,Yes
4639,STU2279,2026-04-08,Present,Present,Yes
4640,STU2280,2026-04-08,Present,Present,Yes
4641,STU2281,2026-04-08,Present,Present,Yes
4642,STU2282,2026-04-08,Present,Present,Yes
4643,STU2283,2026-04-08,Present,Present,Yes
4644,STU2284,2026-04-08,Present,Present,Yes
4645,STU2285,2026-04-08,Present,Present,Yes
4646,STU2286,2026-04-08,Present,Present,Yes
4647,STU2287,2026-04-08,Present,Present,Yes
4648,STU2288,2026-04-08,Present,Present,Yes
4649,STU2289,2026-04-08,Present,Present,Yes
4650,STU2290,2026-04-08,Present,Present,Yes
4651,STU2291,2026-04-08,Present,Present,Yes
4652,STU2292,2026-04-08,Present,Present,Yes
4653,STU2293,2026-04-08,Present,Absent,No
4654,STU2294,2026-04-08,Late,Absent,No
4655,STU2295,2026-04-08,Present,Present,Yes
4656,STU2296,2026-04-08,Present,Present,Yes
4657,STU2297,2026-04-08,Present,Present,Yes
4658,STU2298,2026-04-08,Present,Present,Yes
4659,STU2299,2026-04-08,Present,Present,Yes
4660,STU2300,2026-04-08,Present,Present,Yes
4661,STU2301,2026-04-08,Present,Present,Yes
4662,STU2302,2026-04-08,Present,Present,Yes
4663,STU2303,2026-04-08,Present,Present,Yes
4664,STU2304,2026-04-08,Present,Present,Yes
4665,STU2305,2026-04-08,Present,Present,Yes
4666,STU2306,2026-04-08,Present,Present,Yes
4667,STU2307,2026-04-08,Present,Present,Yes
4668,STU2308,2026-04-08,Present,Present,Yes
4669,STU2309,2026-04-08,Present,Present,Yes
4670,STU2310,2026-04-08,Present,Present,Yes
4671,STU2311,2026-04-08,Present,Present,Yes
4672,STU2312,2026-04-08,Present,Present,Yes
4673,STU2313,2026-04-08,Present,Present,Yes
4674,STU2314,2026-04-08,Late,Absent,No
4675,STU2315,2026-04-08,Present,Present,Yes
4676,STU2316,2026-04-08,Present,Present,Yes
4677,STU2317,2026-04-08,Present,Present,Yes
4678,STU2318,2026-04-08,Present,Present,Yes
4679,STU2319,2026-04-08,Present,Present,Yes
4680,STU2320,2026-04-08,Present,Absent,No
4681,STU2321,2026-04-08,Present,Present,Yes
4682,STU2322,2026-04-08,Present,Present,Yes
4683,STU2323,2026-04-08,Present,Present,Yes
4684,STU2324,2026-04-08,Present,Present,Yes
4685,STU2325,2026-04-08,Present,Present,Yes
4686,STU2326,2026-04-08,Present,Present,Yes
4687,STU2327,2026-04-08,Present,Present,Yes
4688,STU2328,2026-04-08,Present,Present,Yes
4689,STU2329,2026-04-08,Present,Present,Yes
4690,STU2330,2026-04-08,Present,Present,Yes
4691,STU2331,2026-04-08,Present,Present,Yes
4692,STU2332,2026-04-08,Present,Present,Yes
4693,STU2333,2026-04-08,Present,Present,Yes
4694,STU2334,2026-04-08,Present,Present,Yes
4695,STU2335,2026-04-08,Present,Present,Yes
4696,STU2336,2026-04-08,Present,Present,Yes
4697,STU2337,2026-04-08,Present,Present,Yes
4698,STU2338,2026-04-08,Present,Present,Yes
4699,STU2339,2026-04-08,Present,Absent,No
4700,STU2340,2026-04-08,Present,Present,Yes
4701,STU2341,2026-04-08,Present,Present,Yes
4702,STU2342,2026-04-08,Present,Present,Yes
4703,STU2343,2026-04-08,Present,Present,Yes
4704,STU2344,2026-04-08,Present,Present,Yes
4705,STU2345,2026-04-08,Present,Absent,No
4706,STU2346,2026-04-08,Present,Present,Yes
4707,STU2347,2026-04-08,Present,Present,Yes
4708,STU2348,2026-04-08,Present,Present,Yes
4709,STU2349,2026-04-08,Present,Present,Yes
4710,STU2350,2026-04-08,Present,Present,Yes
4711,STU2351,2026-04-08,Present,Absent,No
4712,STU2352,2026-04-08,Present,Absent,No
4713,STU2353,2026-04-08,Present,Present,Yes
4714,STU2354,2026-04-08,Present,Present,Yes
4715,STU2355,2026-04-08,Present,Absent,No
4716,STU2356,2026-04-08,Present,Present,Yes
4717,STU2357,2026-04-08,Present,Present,Yes
4718,STU2358,2026-04-08,Present,Present,Yes
4719,STU2359,2026-04-08,Absent,Absent,No
4720,STU2360,2026-04-08,Late,Absent,No
4721,STU2361,2026-04-08,Present,Present,Yes
4722,STU2362,2026-04-08,Present,Present,Yes
4723,STU2363,2026-04-08,Present,Present,Yes
4724,STU2364,2026-04-08,Present,Present,Yes
4725,STU2365,2026-04-08,Present,Present,Yes
4726,STU2366,2026-04-08,Present,Present,Yes
4727,STU2367,2026-04-08,Present,Present,Yes
4728,STU2368,2026-04-08,Present,Present,Yes
4729,STU2369,2026-04-08,Present,Present,Yes
4730,STU2370,2026-04-08,Present,Present,Yes
4731,STU2371,2026-04-08,Present,Present,Yes
4732,STU2372,2026-04-08,Present,Present,Yes
4733,STU2373,2026-04-08,Present,Present,Yes
4734,STU2374,2026-04-08,Present,Present,Yes
4735,STU2375,2026-04-08,Present,Present,Yes
4736,STU2376,2026-04-08,Present,Present,Yes
4737,STU2377,2026-04-08,Present,Present,Yes
4738,STU2378,2026-04-08,Present,Present,Yes
4739,STU2379,2026-04-08,Present,Present,Yes
4740,STU2380,2026-04-08,Present,Present,Yes
4741,STU2381,2026-04-08,Present,Present,Yes
4742,STU2382,2026-04-08,Present,Present,Yes
4743,STU2383,2026-04-08,Present,Present,Yes
4744,STU2384,2026-04-08,Present,Absent,No
4745,STU2385,2026-04-08,Present,Present,Yes
4746,STU2386,2026-04-08,Late,Absent,No
4747,STU2387,2026-04-08,Present,Present,Yes
4748,STU2388,2026-04-08,Present,Present,Yes
4749,STU2389,2026-04-08,Absent,Absent,No
4750,STU2390,2026-04-08,Present,Present,Yes
4751,STU2391,2026-04-08,Present,Absent,No
4752,STU2392,2026-04-08,Present,Present,Yes
4753,STU2393,2026-04-08,Present,Present,Yes
4754,STU2394,2026-04-08,Present,Present,Yes
4755,STU2395,2026-04-08,Present,Present,Yes
4756,STU2396,2026-04-08,Present,Present,Yes
4757,STU2397,2026-04-08,Present,Present,Yes
4758,STU2398,2026-04-08,Present,Present,Yes
4759,STU2399,2026-04-08,Present,Present,Yes
4760,STU2400,2026-04-08,Present,Present,Yes
4761,STU2401,2026-04-08,Present,Present,Yes
4762,STU2402,2026-04-08,Present,Present,Yes
4763,STU2403,2026-04-08,Present,Present,Yes
4764,STU2404,2026-04-08,Present,Present,Yes
4765,STU2405,2026-04-08,Present,Present,Yes
4766,STU2406,2026-04-08,Present,Present,Yes
4767,STU2407,2026-04-08,Present,Present,Yes
4768,STU2408,2026-04-08,Present,Absent,No
4769,STU2409,2026-04-08,Present,Present,Yes
4770,STU2410,2026-04-08,Absent,Absent,No
4771,STU2411,2026-04-08,Present,Present,Yes
4772,STU2412,2026-04-08,Present,Present,Yes
4773,STU2413,2026-04-08,Present,Present,Yes
4774,STU2414,2026-04-08,Present,Present,Yes
4775,STU2415,2026-04-08,Present,Present,Yes
4776,STU2416,2026-04-08,Present,Present,Yes
4777,STU2417,2026-04-08,Present,Present,Yes
4778,STU2418,2026-04-08,Present,Present,Yes
4779,STU2419,2026-04-08,Present,Present,Yes
4780,STU2420,2026-04-08,Late,Absent,No
4781,STU2421,2026-04-08,Present,Present,Yes
4782,STU2422,2026-04-08,Present,Present,Yes
4783,STU2423,2026-04-08,Present,Absent,No
4784,STU2424,2026-04-08,Present,Present,Yes
4785,STU2425,2026-04-08,Present,Present,Yes
4786,STU2426,2026-04-08,Present,Present,Yes
4787,STU2427,2026-04-08,Absent,Absent,No
4788,STU2428,2026-04-08,Present,Present,Yes
4789,STU2429,2026-04-08,Present,Present,Yes
4790,STU2430,2026-04-08,Present,Present,Yes
4791,STU2431,2026-04-08,Present,Present,Yes
4792,STU2432,2026-04-08,Present,Present,Yes
4793,STU2433,2026-04-08,Present,Present,Yes
4794,STU2434,2026-04-08,Present,Present,Yes
4795,STU2435,2026-04-08,Present,Present,Yes
4796,STU2436,2026-04-08,Present,Present,Yes
4797,STU2437,2026-04-08,Present,Present,Yes
4798,STU2438,2026-04-08,Present,Present,Yes
4799,STU2439,2026-04-08,Present,Absent,No
4800,STU2440,2026-04-08,Present,Present,Yes
4801,STU2441,2026-04-08,Present,Present,Yes
4802,STU2442,2026-04-08,Present,Present,Yes
4803,STU2443,2026-04-08,Present,Absent,No
4804,STU2444,2026-04-08,Present,Present,Yes
4805,STU2445,2026-04-08,Present,Present,Yes
4806,STU2446,2026-04-08,Present,Present,Yes
4807,STU2447,2026-04-08,Present,Present,Yes
4808,STU2448,2026-04-08,Present,Present,Yes
4809,STU2449,2026-04-08,Present,Present,Yes
4810,STU2450,2026-04-08,Late,Absent,No
4811,STU2451,2026-04-08,Present,Present,Yes
4812,STU2452,2026-04-08,Present,Present,Yes
4813,STU2453,2026-04-08,Present,Present,Yes
4814,STU2454,2026-04-08,Present,Present,Yes
4815,STU2455,2026-04-08,Present,Present,Yes
4816,STU2456,2026-04-08,Late,Absent,No
4817,STU2457,2026-04-08,Absent,Absent,No
4818,STU2458,2026-04-08,Present,Present,Yes
4819,STU2459,2026-04-08,Present,Present,Yes
4820,STU2460,2026-04-08,Present,Present,Yes
4821,STU2461,2026-04-08,Absent,Absent,No
4822,STU2462,2026-04-08,Present,Present,Yes
4823,STU2463,2026-04-08,Present,Present,Yes
4824,STU2464,2026-04-08,Present,Present,Yes
4825,STU2465,2026-04-08,Present,Present,Yes
4826,STU2466,2026-04-08,Late,Absent,No
4827,STU2467,2026-04-08,Late,Absent,No
4828,STU2468,2026-04-08,Present,Present,Yes
4829,STU2469,2026-04-08,Present,Present,Yes
4830,STU2470,2026-04-08,Present,Present,Yes
4831,STU2471,2026-04-08,Present,Present,Yes
4832,STU2472,2026-04-08,Present,Present,Yes
4833,STU2473,2026-04-08,Present,Absent,No
4834,STU2474,2026-04-08,Present,Present,Yes
4835,STU2475,2026-04-08,Present,Present,Yes
4836,STU2476,2026-04-08,Present,Present,Yes
4837,STU2477,2026-04-08,Late,Absent,No
4838,STU2478,2026-04-08,Present,Present,Yes
4839,STU2479,2026-04-08,Present,Present,Yes
4840,STU2480,2026-04-08,Present,Present,Yes
4841,STU2481,2026-04-08,Present,Present,Yes
4842,STU2482,2026-04-08,Present,Present,Yes
4843,STU2483,2026-04-08,Present,Present,Yes
4844,STU2484,2026-04-08,Present,Present,Yes
4845,STU2485,2026-04-08,Present,Present,Yes
4846,STU2486,2026-04-08,Absent,Absent,No
4847,STU2487,2026-04-08,Present,Present,Yes
4848,STU2488,2026-04-08,Present,Present,Yes
4849,STU2489,2026-04-08,Present,Present,Yes
4850,STU2490,2026-04-08,Present,Present,Yes
4851,STU2491,2026-04-08,Present,Absent,No
4852,STU2492,2026-04-08,Present,Present,Yes
