Academic_ID,Student_ID,Subject,Exam_Type,Rote_Learning_Score,Conceptual_Understanding_Score,Practical_Project_Score
7415,STU1927,Coding,Finals,60,84,70
7416,STU1927,Civic Sense,Finals,73,71,72
7417,STU1928,Maths,Term 1,67,62,83
7418,STU1928,Science,Term 1,63,62,67
7419,STU1928,Coding,Term 1,75,77,71
7420,STU1928,Civic Sense,Term 1,74,81,65
7421,STU1928,Maths,Finals,81,79,72
7422,STU1928,Science,Finals,80,85,74
7423,STU1928,Coding,Finals,59,68,85
7424,STU1928,Civic Sense,Finals,75,64,74
7425,STU1929,Maths,Term 1,43,46,45
7426,STU1929,Science,Term 1,46,48,46
7427,STU1929,Coding,Term 1,38,38,46
7428,STU1929,Civic Sense,Term 1,36,34,47
7429,STU1929,Maths,Finals,62,73,76
7430,STU1929,Science,Finals,70,76,73
7431,STU1929,Coding,Finals,71,77,83
7432,STU1929,Civic Sense,Finals,74,73,71
7433,STU1930,Maths,Term 1,79,85,76
7434,STU1930,Science,Term 1,80,69,70
7435,STU1930,Coding,Term 1,64,67,88
7436,STU1930,Civic Sense,Term 1,72,65,77
7437,STU1930,Maths,Finals,74,64,82
7438,STU1930,Science,Finals,65,70,65
7439,STU1930,Coding,Finals,69,68,71
7440,STU1930,Civic Sense,Finals,65,60,83
7441,STU1931,Maths,Term 1,90,100,98
7442,STU1931,Science,Term 1,96,97,94
7443,STU1931,Coding,Term 1,100,98,90
7444,STU1931,Civic Sense,Term 1,92,97,96
7445,STU1931,Maths,Finals,98,92,95
7446,STU1931,Science,Finals,91,93,99
7447,STU1931,Coding,Finals,88,95,96
7448,STU1931,Civic Sense,Finals,95,88,94
7449,STU1932,Maths,Term 1,80,77,81
7450,STU1932,Science,Term 1,61,60,66
7451,STU1932,Coding,Term 1,79,78,83
7452,STU1932,Civic Sense,Term 1,65,68,69
7453,STU1932,Maths,Finals,72,76,79
7454,STU1932,Science,Finals,61,68,74
7455,STU1932,Coding,Finals,78,83,84
7456,STU1932,Civic Sense,Finals,75,72,86
7457,STU1933,Maths,Term 1,68,73,79
7458,STU1933,Science,Term 1,73,77,84
7459,STU1933,Coding,Term 1,73,68,79
7460,STU1933,Civic Sense,Term 1,55,73,87
7461,STU1933,Maths,Finals,58,74,87
7462,STU1933,Science,Finals,82,80,65
7463,STU1933,Coding,Finals,82,73,83
7464,STU1933,Civic Sense,Finals,56,62,73
7465,STU1934,Maths,Term 1,84,62,67
7466,STU1934,Science,Term 1,55,84,71
7467,STU1934,Coding,Term 1,80,76,73
7468,STU1934,Civic Sense,Term 1,80,82,79
7469,STU1934,Maths,Finals,58,70,77
7470,STU1934,Science,Finals,70,71,78
7471,STU1934,Coding,Finals,68,83,75
7472,STU1934,Civic Sense,Finals,55,80,75
7473,STU1935,Maths,Term 1,46,38,40
7474,STU1935,Science,Term 1,33,37,55
7475,STU1935,Coding,Term 1,39,33,45
7476,STU1935,Civic Sense,Term 1,36,34,46
7477,STU1935,Maths,Finals,66,78,80
7478,STU1935,Science,Finals,55,73,80
7479,STU1935,Coding,Finals,55,75,83
7480,STU1935,Civic Sense,Finals,68,72,85
7481,STU1936,Maths,Term 1,56,64,87
7482,STU1936,Science,Term 1,78,68,70
7483,STU1936,Coding,Term 1,80,77,78
7484,STU1936,Civic Sense,Term 1,57,75,87
7485,STU1936,Maths,Finals,72,78,70
7486,STU1936,Science,Finals,83,70,79
7487,STU1936,Coding,Finals,58,69,66
7488,STU1936,Civic Sense,Finals,82,64,75
7489,STU1937,Maths,Term 1,37,42,50
7490,STU1937,Science,Term 1,45,38,45
7491,STU1937,Coding,Term 1,42,34,42
7492,STU1937,Civic Sense,Term 1,50,38,47
7493,STU1937,Maths,Finals,71,74,77
7494,STU1937,Science,Finals,68,66,82
7495,STU1937,Coding,Finals,61,75,81
7496,STU1937,Civic Sense,Finals,62,65,72
7497,STU1938,Maths,Term 1,32,29,54
7498,STU1938,Science,Term 1,47,43,52
7499,STU1938,Coding,Term 1,49,35,42
7500,STU1938,Civic Sense,Term 1,49,45,46
7501,STU1938,Maths,Finals,55,74,81
7502,STU1938,Science,Finals,59,80,84
7503,STU1938,Coding,Finals,66,77,85
7504,STU1938,Civic Sense,Finals,56,71,82
7505,STU1939,Maths,Term 1,59,61,71
7506,STU1939,Science,Term 1,78,73,71
7507,STU1939,Coding,Term 1,63,69,86
7508,STU1939,Civic Sense,Term 1,64,66,85
7509,STU1939,Maths,Finals,74,68,77
7510,STU1939,Science,Finals,71,84,84
7511,STU1939,Coding,Finals,67,83,88
7512,STU1939,Civic Sense,Finals,77,67,72
7513,STU1940,Maths,Term 1,32,46,44
7514,STU1940,Science,Term 1,36,32,51
7515,STU1940,Coding,Term 1,44,46,53
7516,STU1940,Civic Sense,Term 1,32,40,41
7517,STU1940,Maths,Finals,69,72,73
7518,STU1940,Science,Finals,69,74,78
7519,STU1940,Coding,Finals,66,79,84
7520,STU1940,Civic Sense,Finals,68,70,83
7521,STU1941,Maths,Term 1,97,91,96
7522,STU1941,Science,Term 1,99,96,95
7523,STU1941,Coding,Term 1,86,96,99
7524,STU1941,Civic Sense,Term 1,100,95,94
7525,STU1941,Maths,Finals,100,100,95
7526,STU1941,Science,Finals,93,98,94
7527,STU1941,Coding,Finals,92,92,98
7528,STU1941,Civic Sense,Finals,95,90,99
7529,STU1942,Maths,Term 1,61,74,88
7530,STU1942,Science,Term 1,69,85,73
7531,STU1942,Coding,Term 1,83,60,72
7532,STU1942,Civic Sense,Term 1,70,72,79
7533,STU1942,Maths,Finals,68,77,80
7534,STU1942,Science,Finals,64,60,73
7535,STU1942,Coding,Finals,82,64,65
7536,STU1942,Civic Sense,Finals,82,75,78
7537,STU1943,Maths,Term 1,57,69,84
7538,STU1943,Science,Term 1,69,71,71
7539,STU1943,Coding,Term 1,64,62,67
7540,STU1943,Civic Sense,Term 1,65,84,80
7541,STU1943,Maths,Finals,79,66,85
7542,STU1943,Science,Finals,79,66,66
7543,STU1943,Coding,Finals,74,78,66
7544,STU1943,Civic Sense,Finals,80,61,85
7545,STU1944,Maths,Term 1,73,68,88
7546,STU1944,Science,Term 1,56,85,78
7547,STU1944,Coding,Term 1,66,72,76
7548,STU1944,Civic Sense,Term 1,78,76,69
7549,STU1944,Maths,Finals,62,83,74
7550,STU1944,Science,Finals,78,68,75
7551,STU1944,Coding,Finals,62,76,75
7552,STU1944,Civic Sense,Finals,75,81,78
7553,STU1945,Maths,Term 1,65,65,71
7554,STU1945,Science,Term 1,82,81,69
7555,STU1945,Coding,Term 1,68,73,66
7556,STU1945,Civic Sense,Term 1,75,81,86
7557,STU1945,Maths,Finals,79,60,66
7558,STU1945,Science,Finals,63,74,65
7559,STU1945,Coding,Finals,82,78,88
7560,STU1945,Civic Sense,Finals,57,62,66
7561,STU1946,Maths,Term 1,81,69,83
7562,STU1946,Science,Term 1,79,81,76
7563,STU1946,Coding,Term 1,81,73,67
7564,STU1946,Civic Sense,Term 1,57,79,87
7565,STU1946,Maths,Finals,79,79,81
7566,STU1946,Science,Finals,73,78,88
7567,STU1946,Coding,Finals,67,70,67
7568,STU1946,Civic Sense,Finals,57,77,68
7569,STU1947,Maths,Term 1,65,76,71
7570,STU1947,Science,Term 1,78,74,73
7571,STU1947,Coding,Term 1,67,73,67
7572,STU1947,Civic Sense,Term 1,64,83,74
7573,STU1947,Maths,Finals,70,74,78
7574,STU1947,Science,Finals,84,62,81
7575,STU1947,Coding,Finals,75,84,85
7576,STU1947,Civic Sense,Finals,68,76,80
7577,STU1948,Maths,Term 1,63,83,79
7578,STU1948,Science,Term 1,78,78,78
7579,STU1948,Coding,Term 1,67,81,85
7580,STU1948,Civic Sense,Term 1,82,85,77
7581,STU1948,Maths,Finals,72,64,87
7582,STU1948,Science,Finals,74,60,88
7583,STU1948,Coding,Finals,66,82,69
7584,STU1948,Civic Sense,Finals,66,72,75
7585,STU1949,Maths,Term 1,96,88,98
7586,STU1949,Science,Term 1,87,92,92
7587,STU1949,Coding,Term 1,92,99,93
7588,STU1949,Civic Sense,Term 1,85,99,92
7589,STU1949,Maths,Finals,90,95,96
7590,STU1949,Science,Finals,94,88,95
7591,STU1949,Coding,Finals,93,95,100
7592,STU1949,Civic Sense,Finals,92,97,98
7593,STU1950,Maths,Term 1,84,64,67
7594,STU1950,Science,Term 1,63,61,76
7595,STU1950,Coding,Term 1,57,66,67
7596,STU1950,Civic Sense,Term 1,72,72,77
7597,STU1950,Maths,Finals,56,69,80
7598,STU1950,Science,Finals,64,74,72
7599,STU1950,Coding,Finals,61,77,83
7600,STU1950,Civic Sense,Finals,81,62,73
7601,STU1951,Maths,Term 1,78,76,75
7602,STU1951,Science,Term 1,60,68,79
7603,STU1951,Coding,Term 1,64,69,69
7604,STU1951,Civic Sense,Term 1,55,66,75
7605,STU1951,Maths,Finals,74,68,74
7606,STU1951,Science,Finals,58,60,88
7607,STU1951,Coding,Finals,82,81,70
7608,STU1951,Civic Sense,Finals,84,83,72
7609,STU1952,Maths,Term 1,70,80,72
7610,STU1952,Science,Term 1,81,71,67
7611,STU1952,Coding,Term 1,72,83,86
7612,STU1952,Civic Sense,Term 1,77,84,78
7613,STU1952,Maths,Finals,68,69,80
7614,STU1952,Science,Finals,70,69,68
7615,STU1952,Coding,Finals,61,62,71
7616,STU1952,Civic Sense,Finals,84,71,67
7617,STU1953,Maths,Term 1,61,60,69
7618,STU1953,Science,Term 1,66,76,76
7619,STU1953,Coding,Term 1,61,68,78
7620,STU1953,Civic Sense,Term 1,79,70,82
7621,STU1953,Maths,Finals,81,62,76
7622,STU1953,Science,Finals,61,79,81
7623,STU1953,Coding,Finals,79,77,76
7624,STU1953,Civic Sense,Finals,75,65,87
7625,STU1954,Maths,Term 1,47,44,50
7626,STU1954,Science,Term 1,40,44,41
7627,STU1954,Coding,Term 1,48,41,49
7628,STU1954,Civic Sense,Term 1,32,30,52
7629,STU1954,Maths,Finals,65,76,73
7630,STU1954,Science,Finals,67,79,81
7631,STU1954,Coding,Finals,74,70,76
7632,STU1954,Civic Sense,Finals,72,71,73
7633,STU1955,Maths,Term 1,64,77,83
7634,STU1955,Science,Term 1,57,77,87
7635,STU1955,Coding,Term 1,79,61,88
7636,STU1955,Civic Sense,Term 1,56,66,82
7637,STU1955,Maths,Finals,57,68,77
7638,STU1955,Science,Finals,61,68,69
7639,STU1955,Coding,Finals,77,79,70
7640,STU1955,Civic Sense,Finals,64,65,68
7641,STU1956,Maths,Term 1,83,71,83
7642,STU1956,Science,Term 1,69,83,72
7643,STU1956,Coding,Term 1,79,61,83
7644,STU1956,Civic Sense,Term 1,78,63,70
7645,STU1956,Maths,Finals,57,76,75
7646,STU1956,Science,Finals,59,75,71
7647,STU1956,Coding,Finals,64,62,67
7648,STU1956,Civic Sense,Finals,64,83,77
7649,STU1957,Maths,Term 1,37,27,50
7650,STU1957,Science,Term 1,50,36,51
7651,STU1957,Coding,Term 1,36,26,42
7652,STU1957,Civic Sense,Term 1,40,32,41
7653,STU1957,Maths,Finals,61,66,79
7654,STU1957,Science,Finals,64,65,84
7655,STU1957,Coding,Finals,69,67,73
7656,STU1957,Civic Sense,Finals,56,78,81
7657,STU1958,Maths,Term 1,64,81,75
7658,STU1958,Science,Term 1,65,74,78
7659,STU1958,Coding,Term 1,78,82,78
7660,STU1958,Civic Sense,Term 1,62,83,74
7661,STU1958,Maths,Finals,65,69,68
7662,STU1958,Science,Finals,80,77,88
7663,STU1958,Coding,Finals,60,79,83
7664,STU1958,Civic Sense,Finals,58,64,78
7665,STU1959,Maths,Term 1,93,93,92
7666,STU1959,Science,Term 1,86,94,94
7667,STU1959,Coding,Term 1,87,97,91
7668,STU1959,Civic Sense,Term 1,85,94,91
7669,STU1959,Maths,Finals,97,98,96
7670,STU1959,Science,Finals,87,88,90
7671,STU1959,Coding,Finals,89,90,100
7672,STU1959,Civic Sense,Finals,93,90,91
7673,STU1960,Maths,Term 1,59,73,81
7674,STU1960,Science,Term 1,84,64,69
7675,STU1960,Coding,Term 1,76,62,85
7676,STU1960,Civic Sense,Term 1,80,75,76
7677,STU1960,Maths,Finals,84,80,77
7678,STU1960,Science,Finals,60,80,77
7679,STU1960,Coding,Finals,81,79,83
7680,STU1960,Civic Sense,Finals,79,72,69
7681,STU1961,Maths,Term 1,36,45,48
7682,STU1961,Science,Term 1,45,43,42
7683,STU1961,Coding,Term 1,30,25,51
7684,STU1961,Civic Sense,Term 1,48,32,44
7685,STU1961,Maths,Finals,75,76,85
7686,STU1961,Science,Finals,59,69,84
7687,STU1961,Coding,Finals,56,71,75
7688,STU1961,Civic Sense,Finals,59,65,71
7689,STU1962,Maths,Term 1,99,92,98
7690,STU1962,Science,Term 1,95,97,97
7691,STU1962,Coding,Term 1,89,92,93
7692,STU1962,Civic Sense,Term 1,99,89,92
7693,STU1962,Maths,Finals,96,89,94
7694,STU1962,Science,Finals,95,90,90
7695,STU1962,Coding,Finals,95,98,98
7696,STU1962,Civic Sense,Finals,85,99,92
7697,STU1963,Maths,Term 1,97,88,96
7698,STU1963,Science,Term 1,86,92,98
7699,STU1963,Coding,Term 1,85,90,92
7700,STU1963,Civic Sense,Term 1,93,88,96
7701,STU1963,Maths,Finals,96,92,97
7702,STU1963,Science,Finals,93,95,96
7703,STU1963,Coding,Finals,95,88,99
7704,STU1963,Civic Sense,Finals,85,92,91
7705,STU1964,Maths,Term 1,78,78,81
7706,STU1964,Science,Term 1,65,73,77
7707,STU1964,Coding,Term 1,77,68,71
7708,STU1964,Civic Sense,Term 1,56,63,77
7709,STU1964,Maths,Finals,65,80,76
7710,STU1964,Science,Finals,68,85,69
7711,STU1964,Coding,Finals,62,76,82
7712,STU1964,Civic Sense,Finals,70,76,81
7713,STU1965,Maths,Term 1,99,99,96
7714,STU1965,Science,Term 1,96,94,99
7715,STU1965,Coding,Term 1,92,89,93
7716,STU1965,Civic Sense,Term 1,97,98,90
7717,STU1965,Maths,Finals,98,98,92
7718,STU1965,Science,Finals,89,97,90
7719,STU1965,Coding,Finals,87,89,93
7720,STU1965,Civic Sense,Finals,97,88,94
7721,STU1966,Maths,Term 1,73,68,86
7722,STU1966,Science,Term 1,79,74,67
7723,STU1966,Coding,Term 1,79,78,84
7724,STU1966,Civic Sense,Term 1,55,66,81
7725,STU1966,Maths,Finals,55,66,75
7726,STU1966,Science,Finals,58,84,88
7727,STU1966,Coding,Finals,78,68,81
7728,STU1966,Civic Sense,Finals,73,85,75
7729,STU1967,Maths,Term 1,72,65,87
7730,STU1967,Science,Term 1,73,69,74
7731,STU1967,Coding,Term 1,57,78,87
7732,STU1967,Civic Sense,Term 1,79,63,73
7733,STU1967,Maths,Finals,69,85,83
7734,STU1967,Science,Finals,78,61,76
7735,STU1967,Coding,Finals,62,69,79
7736,STU1967,Civic Sense,Finals,59,77,72
7737,STU1968,Maths,Term 1,83,62,88
7738,STU1968,Science,Term 1,68,75,71
7739,STU1968,Coding,Term 1,75,61,83
7740,STU1968,Civic Sense,Term 1,65,83,72
7741,STU1968,Maths,Finals,59,81,88
7742,STU1968,Science,Finals,67,75,65
7743,STU1968,Coding,Finals,80,77,73
7744,STU1968,Civic Sense,Finals,82,76,81
7745,STU1969,Maths,Term 1,75,76,88
7746,STU1969,Science,Term 1,79,73,75
7747,STU1969,Coding,Term 1,67,82,86
7748,STU1969,Civic Sense,Term 1,59,78,70
7749,STU1969,Maths,Finals,66,84,86
7750,STU1969,Science,Finals,76,77,86
7751,STU1969,Coding,Finals,60,65,81
7752,STU1969,Civic Sense,Finals,83,65,87
7753,STU1970,Maths,Term 1,55,84,68
7754,STU1970,Science,Term 1,71,66,69
7755,STU1970,Coding,Term 1,62,71,71
7756,STU1970,Civic Sense,Term 1,56,73,81
7757,STU1970,Maths,Finals,71,70,78
7758,STU1970,Science,Finals,72,83,74
7759,STU1970,Coding,Finals,76,73,80
7760,STU1970,Civic Sense,Finals,84,73,85
7761,STU1971,Maths,Term 1,55,79,77
7762,STU1971,Science,Term 1,63,70,82
7763,STU1971,Coding,Term 1,62,75,73
7764,STU1971,Civic Sense,Term 1,78,68,83
7765,STU1971,Maths,Finals,65,78,80
7766,STU1971,Science,Finals,65,64,67
7767,STU1971,Coding,Finals,62,71,85
7768,STU1971,Civic Sense,Finals,61,62,80
7769,STU1972,Maths,Term 1,66,81,87
7770,STU1972,Science,Term 1,65,79,85
7771,STU1972,Coding,Term 1,60,76,87
7772,STU1972,Civic Sense,Term 1,74,75,73
7773,STU1972,Maths,Finals,72,82,79
7774,STU1972,Science,Finals,63,62,86
7775,STU1972,Coding,Finals,57,82,85
7776,STU1972,Civic Sense,Finals,64,76,77
7777,STU1973,Maths,Term 1,84,65,78
7778,STU1973,Science,Term 1,69,70,68
7779,STU1973,Coding,Term 1,81,83,85
7780,STU1973,Civic Sense,Term 1,58,85,84
7781,STU1973,Maths,Finals,74,75,78
7782,STU1973,Science,Finals,63,70,72
7783,STU1973,Coding,Finals,63,79,78
7784,STU1973,Civic Sense,Finals,66,85,75
7785,STU1974,Maths,Term 1,41,45,53
7786,STU1974,Science,Term 1,39,28,52
7787,STU1974,Coding,Term 1,44,41,53
7788,STU1974,Civic Sense,Term 1,37,48,40
7789,STU1974,Maths,Finals,56,71,81
7790,STU1974,Science,Finals,71,70,71
7791,STU1974,Coding,Finals,58,77,76
7792,STU1974,Civic Sense,Finals,56,67,80
7793,STU1975,Maths,Term 1,75,80,69
7794,STU1975,Science,Term 1,60,68,69
7795,STU1975,Coding,Term 1,59,76,73
7796,STU1975,Civic Sense,Term 1,79,77,88
7797,STU1975,Maths,Finals,61,69,86
7798,STU1975,Science,Finals,74,65,80
7799,STU1975,Coding,Finals,67,73,82
7800,STU1975,Civic Sense,Finals,56,78,85
7801,STU1976,Maths,Term 1,63,73,85
7802,STU1976,Science,Term 1,77,61,67
7803,STU1976,Coding,Term 1,80,80,81
7804,STU1976,Civic Sense,Term 1,56,68,65
7805,STU1976,Maths,Finals,80,66,71
7806,STU1976,Science,Finals,84,69,82
7807,STU1976,Coding,Finals,55,62,75
7808,STU1976,Civic Sense,Finals,82,67,79
7809,STU1977,Maths,Term 1,66,85,81
7810,STU1977,Science,Term 1,67,72,88
7811,STU1977,Coding,Term 1,70,63,76
7812,STU1977,Civic Sense,Term 1,65,68,73
7813,STU1977,Maths,Finals,68,60,76
7814,STU1977,Science,Finals,62,78,69
7815,STU1977,Coding,Finals,83,72,66
7816,STU1977,Civic Sense,Finals,74,73,80
7817,STU1978,Maths,Term 1,97,98,92
7818,STU1978,Science,Term 1,100,90,90
7819,STU1978,Coding,Term 1,95,99,93
7820,STU1978,Civic Sense,Term 1,97,99,94
7821,STU1978,Maths,Finals,87,89,99
7822,STU1978,Science,Finals,89,99,98
7823,STU1978,Coding,Finals,96,94,97
7824,STU1978,Civic Sense,Finals,89,100,98
7825,STU1979,Maths,Term 1,56,65,67
7826,STU1979,Science,Term 1,83,71,75
7827,STU1979,Coding,Term 1,78,85,85
7828,STU1979,Civic Sense,Term 1,81,81,71
7829,STU1979,Maths,Finals,72,67,65
7830,STU1979,Science,Finals,76,75,79
7831,STU1979,Coding,Finals,65,70,82
7832,STU1979,Civic Sense,Finals,59,62,70
7833,STU1980,Maths,Term 1,68,68,71
7834,STU1980,Science,Term 1,74,71,77
7835,STU1980,Coding,Term 1,70,80,81
7836,STU1980,Civic Sense,Term 1,63,69,88
7837,STU1980,Maths,Finals,67,60,79
7838,STU1980,Science,Finals,72,79,65
7839,STU1980,Coding,Finals,81,75,75
7840,STU1980,Civic Sense,Finals,57,81,83
7841,STU1981,Maths,Term 1,58,79,81
7842,STU1981,Science,Term 1,57,74,80
7843,STU1981,Coding,Term 1,66,71,67
7844,STU1981,Civic Sense,Term 1,59,78,86
7845,STU1981,Maths,Finals,77,68,74
7846,STU1981,Science,Finals,58,85,74
7847,STU1981,Coding,Finals,74,84,70
7848,STU1981,Civic Sense,Finals,65,66,86
7849,STU1982,Maths,Term 1,38,44,45
7850,STU1982,Science,Term 1,46,46,47
7851,STU1982,Coding,Term 1,46,45,50
7852,STU1982,Civic Sense,Term 1,48,40,48
7853,STU1982,Maths,Finals,69,79,83
7854,STU1982,Science,Finals,66,77,80
7855,STU1982,Coding,Finals,73,66,85
7856,STU1982,Civic Sense,Finals,55,76,80
7857,STU1983,Maths,Term 1,74,68,85
7858,STU1983,Science,Term 1,80,82,71
7859,STU1983,Coding,Term 1,75,69,72
7860,STU1983,Civic Sense,Term 1,79,73,82
7861,STU1983,Maths,Finals,70,81,80
7862,STU1983,Science,Finals,58,70,78
7863,STU1983,Coding,Finals,80,78,70
7864,STU1983,Civic Sense,Finals,59,83,65
7865,STU1984,Maths,Term 1,93,100,99
7866,STU1984,Science,Term 1,86,95,96
7867,STU1984,Coding,Term 1,92,92,91
7868,STU1984,Civic Sense,Term 1,96,91,95
7869,STU1984,Maths,Finals,99,95,91
7870,STU1984,Science,Finals,86,98,90
7871,STU1984,Coding,Finals,88,89,95
7872,STU1984,Civic Sense,Finals,93,95,97
7873,STU1985,Maths,Term 1,94,97,94
7874,STU1985,Science,Term 1,92,98,91
7875,STU1985,Coding,Term 1,93,99,98
7876,STU1985,Civic Sense,Term 1,100,90,92
7877,STU1985,Maths,Finals,96,93,97
7878,STU1985,Science,Finals,95,94,94
7879,STU1985,Coding,Finals,88,91,95
7880,STU1985,Civic Sense,Finals,93,98,100
7881,STU1986,Maths,Term 1,58,72,82
7882,STU1986,Science,Term 1,65,80,76
7883,STU1986,Coding,Term 1,69,66,84
7884,STU1986,Civic Sense,Term 1,76,70,69
7885,STU1986,Maths,Finals,62,64,82
7886,STU1986,Science,Finals,66,71,76
7887,STU1986,Coding,Finals,72,60,86
7888,STU1986,Civic Sense,Finals,78,78,76
7889,STU1987,Maths,Term 1,74,69,80
7890,STU1987,Science,Term 1,66,76,68
7891,STU1987,Coding,Term 1,75,73,77
7892,STU1987,Civic Sense,Term 1,56,64,81
7893,STU1987,Maths,Finals,79,68,85
7894,STU1987,Science,Finals,75,63,71
7895,STU1987,Coding,Finals,68,65,72
7896,STU1987,Civic Sense,Finals,61,83,88
7897,STU1988,Maths,Term 1,75,69,79
7898,STU1988,Science,Term 1,55,69,65
7899,STU1988,Coding,Term 1,69,63,73
7900,STU1988,Civic Sense,Term 1,67,85,83
7901,STU1988,Maths,Finals,69,80,87
7902,STU1988,Science,Finals,58,68,88
7903,STU1988,Coding,Finals,70,81,83
7904,STU1988,Civic Sense,Finals,70,83,87
7905,STU1989,Maths,Term 1,64,63,82
7906,STU1989,Science,Term 1,66,82,75
7907,STU1989,Coding,Term 1,73,70,66
7908,STU1989,Civic Sense,Term 1,71,82,71
7909,STU1989,Maths,Finals,70,69,76
7910,STU1989,Science,Finals,77,84,77
7911,STU1989,Coding,Finals,56,63,79
7912,STU1989,Civic Sense,Finals,55,66,84
7913,STU1990,Maths,Term 1,88,88,91
7914,STU1990,Science,Term 1,99,93,99
7915,STU1990,Coding,Term 1,85,98,90
7916,STU1990,Civic Sense,Term 1,88,95,90
7917,STU1990,Maths,Finals,97,95,99
7918,STU1990,Science,Finals,93,97,90
7919,STU1990,Coding,Finals,100,96,96
7920,STU1990,Civic Sense,Finals,90,96,95
7921,STU1991,Maths,Term 1,58,72,87
7922,STU1991,Science,Term 1,59,63,88
7923,STU1991,Coding,Term 1,80,71,83
7924,STU1991,Civic Sense,Term 1,80,84,72
7925,STU1991,Maths,Finals,76,77,83
7926,STU1991,Science,Finals,68,74,77
7927,STU1991,Coding,Finals,76,67,76
7928,STU1991,Civic Sense,Finals,61,85,78
7929,STU1992,Maths,Term 1,62,71,86
7930,STU1992,Science,Term 1,80,71,87
7931,STU1992,Coding,Term 1,71,79,78
7932,STU1992,Civic Sense,Term 1,56,75,66
7933,STU1992,Maths,Finals,69,64,69
7934,STU1992,Science,Finals,72,77,71
7935,STU1992,Coding,Finals,63,84,67
7936,STU1992,Civic Sense,Finals,61,67,76
7937,STU1993,Maths,Term 1,91,97,90
7938,STU1993,Science,Term 1,87,92,93
7939,STU1993,Coding,Term 1,86,97,97
7940,STU1993,Civic Sense,Term 1,94,90,97
7941,STU1993,Maths,Finals,94,97,93
7942,STU1993,Science,Finals,98,94,100
7943,STU1993,Coding,Finals,92,93,97
7944,STU1993,Civic Sense,Finals,98,95,91
7945,STU1994,Maths,Term 1,93,96,90
7946,STU1994,Science,Term 1,91,99,100
7947,STU1994,Coding,Term 1,85,98,90
7948,STU1994,Civic Sense,Term 1,99,98,93
7949,STU1994,Maths,Finals,96,100,100
7950,STU1994,Science,Finals,98,93,98
7951,STU1994,Coding,Finals,89,94,90
7952,STU1994,Civic Sense,Finals,90,93,92
7953,STU1995,Maths,Term 1,98,91,97
7954,STU1995,Science,Term 1,93,99,91
7955,STU1995,Coding,Term 1,89,96,98
7956,STU1995,Civic Sense,Term 1,97,94,99
7957,STU1995,Maths,Finals,88,89,92
7958,STU1995,Science,Finals,89,91,92
7959,STU1995,Coding,Finals,87,92,100
7960,STU1995,Civic Sense,Finals,90,93,92
7961,STU1996,Maths,Term 1,87,89,99
7962,STU1996,Science,Term 1,100,100,100
7963,STU1996,Coding,Term 1,89,93,99
7964,STU1996,Civic Sense,Term 1,94,94,95
7965,STU1996,Maths,Finals,99,92,100
7966,STU1996,Science,Finals,93,94,95
7967,STU1996,Coding,Finals,91,90,95
7968,STU1996,Civic Sense,Finals,95,92,94
7969,STU1997,Maths,Term 1,88,96,91
7970,STU1997,Science,Term 1,95,89,93
7971,STU1997,Coding,Term 1,97,95,93
7972,STU1997,Civic Sense,Term 1,85,98,95
7973,STU1997,Maths,Finals,89,88,93
7974,STU1997,Science,Finals,88,99,99
7975,STU1997,Coding,Finals,91,95,96
7976,STU1997,Civic Sense,Finals,94,100,91
7977,STU1998,Maths,Term 1,83,68,80
7978,STU1998,Science,Term 1,57,68,77
7979,STU1998,Coding,Term 1,76,64,70
7980,STU1998,Civic Sense,Term 1,55,62,73
7981,STU1998,Maths,Finals,76,76,72
7982,STU1998,Science,Finals,61,67,75
7983,STU1998,Coding,Finals,63,61,68
7984,STU1998,Civic Sense,Finals,58,65,79
7985,STU1999,Maths,Term 1,61,72,65
7986,STU1999,Science,Term 1,61,60,81
7987,STU1999,Coding,Term 1,70,84,77
7988,STU1999,Civic Sense,Term 1,84,69,79
7989,STU1999,Maths,Finals,84,75,66
7990,STU1999,Science,Finals,78,78,65
7991,STU1999,Coding,Finals,68,81,86
7992,STU1999,Civic Sense,Finals,70,73,68
7993,STU2000,Maths,Term 1,92,100,97
7994,STU2000,Science,Term 1,97,90,99
7995,STU2000,Coding,Term 1,96,88,97
7996,STU2000,Civic Sense,Term 1,98,98,97
7997,STU2000,Maths,Finals,87,98,96
7998,STU2000,Science,Finals,90,89,97
7999,STU2000,Coding,Finals,89,88,94
8000,STU2000,Civic Sense,Finals,97,96,90
8001,STU2001,Maths,Term 1,58,76,77
8002,STU2001,Science,Term 1,81,78,72
8003,STU2001,Coding,Term 1,56,67,86
8004,STU2001,Civic Sense,Term 1,60,72,74
8005,STU2001,Maths,Finals,75,70,77
8006,STU2001,Science,Finals,63,79,78
8007,STU2001,Coding,Finals,69,69,68
8008,STU2001,Civic Sense,Finals,73,79,67
8009,STU2002,Maths,Term 1,65,82,86
8010,STU2002,Science,Term 1,79,67,84
8011,STU2002,Coding,Term 1,76,60,77
8012,STU2002,Civic Sense,Term 1,80,68,83
8013,STU2002,Maths,Finals,56,78,88
8014,STU2002,Science,Finals,77,84,80
8015,STU2002,Coding,Finals,75,60,72
8016,STU2002,Civic Sense,Finals,64,64,75
8017,STU2003,Maths,Term 1,88,99,99
8018,STU2003,Science,Term 1,99,98,90
8019,STU2003,Coding,Term 1,88,96,91
8020,STU2003,Civic Sense,Term 1,96,96,99
